wall_time,cam,rtp_seq,rtsp_unwrap_ms,depay_ms,pay_ms,udpsink_ms,total_sender_ms
15:35:32.680,2,26196,0.000,0.234,0.000,0.110,0.717
15:35:32.695,0,7412,0.000,0.095,0.000,0.086,0.395
15:35:32.720,1,8421,0.000,0.058,0.000,0.250,0.504
15:35:33.722,0,7847,0.000,0.119,0.000,0.036,0.249
15:35:34.718,2,26955,0.000,0.065,0.000,0.144,0.404
15:35:34.729,0,8192,0.000,0.083,0.000,0.075,0.213
15:35:34.733,1,9060,0.000,18.855,0.000,0.046,18.956
15:35:35.727,0,8552,0.000,0.044,0.000,0.132,0.280
15:35:36.717,2,27662,0.000,0.068,0.000,0.136,0.470
15:35:36.721,0,8911,0.000,0.044,0.000,0.033,0.143
15:35:36.734,1,9761,0.000,0.190,0.000,0.053,0.321
15:35:37.728,0,9281,0.000,0.080,0.000,0.082,0.301
15:35:38.722,0,9657,0.000,0.179,0.000,0.107,0.365
15:35:38.728,2,28382,0.000,18.461,0.000,0.059,18.567
15:35:38.742,1,10493,0.000,0.140,0.000,0.050,0.277
15:35:39.728,0,10026,0.000,0.151,0.000,0.069,0.330
15:35:40.724,2,29120,0.000,0.113,0.000,0.129,0.403
15:35:40.726,0,10399,0.000,0.087,0.000,0.121,0.294
15:35:40.731,1,11226,0.000,0.119,0.000,0.048,0.260
15:35:41.721,0,10760,0.000,0.091,0.000,0.035,0.201
15:35:42.713,2,29838,0.000,0.320,0.000,0.043,0.671
15:35:42.718,0,11092,0.000,0.057,0.000,0.049,0.174
15:35:42.724,1,11923,0.000,0.093,0.000,0.043,0.205
15:35:43.724,0,11417,0.000,0.071,0.000,0.071,0.228
15:35:44.714,2,30531,0.000,0.098,0.000,0.035,0.187
15:35:44.717,0,11772,0.000,0.075,0.000,0.032,0.214
15:35:44.721,1,12617,0.000,0.053,0.000,0.029,0.154
15:35:45.723,0,12145,0.000,0.074,0.000,0.044,0.212
15:35:46.720,2,31234,0.000,0.079,0.000,0.066,0.448
15:35:46.723,0,12516,0.000,0.116,0.000,0.099,0.372
15:35:46.740,1,13334,0.000,0.087,0.000,0.032,0.258
15:35:47.727,0,12888,0.000,0.061,0.000,0.072,0.228
15:35:48.722,2,31973,0.000,0.067,0.000,0.043,0.261
15:35:48.727,0,13263,0.000,0.036,0.000,0.081,0.307
15:35:48.734,1,14076,0.000,0.101,0.000,0.029,0.176
15:35:49.719,0,13632,0.000,0.057,0.000,0.027,0.160
15:35:50.722,2,32717,0.000,0.121,0.000,0.054,0.434
15:35:50.729,0,14007,0.000,0.050,0.000,0.028,0.288
15:35:50.732,1,14820,0.000,0.047,0.000,0.021,0.117
15:35:51.722,0,14375,0.000,0.059,0.000,0.068,0.222
15:35:52.728,0,14746,0.000,0.084,0.000,0.046,0.205
15:35:52.730,2,33460,0.000,0.072,0.000,0.025,0.209
15:35:52.752,1,15563,0.000,0.191,0.000,0.054,0.368
15:35:53.719,0,15128,0.000,0.057,0.000,0.065,0.226
15:35:54.723,0,15502,0.000,0.103,0.000,0.060,0.221
15:35:54.726,2,34218,0.000,0.195,0.000,0.126,0.416
15:35:54.732,1,16319,0.000,0.079,0.000,0.051,0.210
15:35:55.722,0,15851,0.000,0.076,0.000,0.061,0.231
15:35:56.721,2,34932,0.000,0.186,0.000,0.064,0.365
15:35:56.728,0,16223,0.000,0.096,0.000,0.082,0.348
15:35:56.746,1,17037,0.000,0.085,0.000,0.042,0.194
15:35:57.723,0,16607,0.000,0.065,0.000,0.040,0.313
15:35:58.723,0,16986,0.000,0.037,0.000,0.230,0.583
15:35:58.725,2,35683,0.000,0.092,0.000,0.050,0.251
15:35:58.726,1,17791,0.000,0.089,0.000,0.160,0.326
15:35:59.730,0,17342,0.000,0.083,0.000,0.058,0.350
15:36:00.726,0,17716,0.000,0.116,0.000,0.091,0.335
15:36:00.729,2,36419,0.000,0.079,0.000,0.048,0.168
15:36:00.737,1,18521,0.000,0.093,0.000,0.024,0.198
15:36:01.730,0,18098,0.000,0.063,0.000,0.035,0.178
15:36:02.724,2,37165,0.000,0.152,0.000,0.115,0.524
15:36:02.729,0,18455,0.000,0.051,0.000,0.051,0.171
15:36:02.747,1,19268,0.000,0.155,0.000,0.035,0.322
15:36:03.728,0,18832,0.000,0.062,0.000,0.070,0.217
15:36:04.732,0,19207,0.000,0.091,0.000,0.049,0.252
15:36:04.736,2,37910,0.000,0.108,0.000,0.050,0.259
15:36:04.745,1,20009,0.000,0.210,0.000,0.055,0.352
15:36:05.729,0,19579,0.000,0.058,0.000,0.044,0.196
15:36:06.728,0,19953,0.000,0.063,0.000,0.039,0.172
15:36:06.733,2,38658,0.000,0.137,0.000,0.117,0.316
15:36:06.755,1,20759,0.000,0.323,0.000,0.041,0.443
15:36:07.741,0,20329,0.000,0.091,0.000,0.168,0.356
15:36:08.728,2,39397,0.000,0.132,0.000,0.094,0.305
15:36:08.729,0,20700,0.000,0.064,0.000,0.078,0.215
15:36:08.757,1,21499,0.000,0.229,0.000,0.042,0.350
15:36:09.737,0,21071,0.000,0.093,0.000,0.063,0.273
15:36:10.727,2,40131,0.000,0.136,0.000,0.115,0.475
15:36:10.729,0,21440,0.000,0.090,0.000,0.070,0.297
15:36:10.740,1,22240,0.000,0.101,0.000,0.065,0.244
15:36:11.737,0,21814,0.000,0.061,0.000,0.072,0.227
15:36:12.728,2,40873,0.000,0.105,0.000,0.045,0.237
15:36:12.734,0,22187,0.000,0.060,0.000,0.064,0.181
15:36:12.738,1,22984,0.000,0.111,0.000,0.035,0.183
15:36:13.739,0,22558,0.000,0.069,0.000,0.057,0.291
15:36:14.733,2,41623,0.000,0.226,0.000,0.171,0.630
15:36:14.734,0,22934,0.000,0.141,0.000,0.411,1.057
15:36:14.751,1,23727,0.000,0.115,0.000,0.054,0.268
15:36:15.735,0,23304,0.000,0.051,0.000,0.052,0.279
15:36:16.734,2,42357,0.000,0.240,0.000,0.230,0.970
15:36:16.741,0,23684,0.000,0.042,0.000,0.066,0.437
15:36:16.753,1,24482,0.000,0.117,0.000,0.032,0.216
15:36:17.733,0,24060,0.000,0.064,0.000,0.041,0.327
15:36:18.731,2,43102,0.000,0.205,0.000,0.218,0.475
15:36:18.738,0,24429,0.000,0.051,0.000,0.051,0.145
15:36:18.755,1,25217,0.000,0.142,0.000,0.058,0.258
15:36:19.741,0,24802,0.000,0.076,0.000,0.134,0.478
15:36:20.738,2,43845,0.000,0.103,0.000,0.077,0.235
15:36:20.749,0,25189,0.000,0.059,0.000,0.054,0.306
15:36:20.756,1,25960,0.000,0.134,0.000,0.062,0.237
15:36:21.733,0,25544,0.000,0.075,0.000,0.042,0.216
15:36:22.736,2,44587,0.000,0.267,0.000,0.147,0.582
15:36:22.742,0,25913,0.000,0.071,0.000,0.056,0.210
15:36:22.762,1,26709,0.000,0.187,0.000,0.085,0.339
15:36:23.738,0,26285,0.000,0.037,0.000,0.042,0.156
15:36:24.741,0,26659,0.000,0.069,0.000,0.194,0.376
15:36:24.755,1,27449,0.000,0.146,0.000,0.108,0.288
15:36:24.756,2,45336,0.000,0.274,0.000,0.697,1.405
